all_sum, biased_avg, skill_min, all_min, c5.symbol, c4.symbol, c3.symbol, c2.symbol, c1.symbol, slot5.cmd_dip, slot5.cmd_eng, slot5.cmd_sec, slot5.cmd_med, slot5.cmd_sci, slot5.dip_eng, slot5.dip_sec, slot5.dip_med, slot5.dip_sci, slot5.eng_sec, slot5.eng_med, slot5.eng_sci, slot5.sec_med, slot5.sec_sci, slot5.med_sci, cmd_dip_nlt, cmd_eng_nlt, cmd_sec_nlt, cmd_med_nlt, cmd_sci_nlt, dip_eng_nlt, dip_sec_nlt, dip_med_nlt, dip_sci_nlt, eng_sec_nlt, eng_med_nlt, eng_sci_nlt, sec_med_nlt, sec_sci_nlt, med_sci_nlt, any_nlt, skill_nlt, sum_cmd_dip, sum_cmd_eng, sum_cmd_sec, sum_cmd_med, sum_cmd_sci, sum_dip_eng, sum_dip_sec, sum_dip_med, sum_dip_sci, sum_eng_sec, sum_eng_med, sum_eng_sci, sum_sec_med, sum_sec_sci, sum_med_sci
4707.175, 308.71500000000003, 221.55, 187.95, "seven_drone_crew", "selar_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "bashir_changeling_crew", 254.1, 187.95, 321.825, 228.125, 323.4, 194.775, 321.825, 393.75, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 228.125, 399, 261, 214, 272, 0, 425, 398, 0, 495, 0, 0, 0, 0, 0, 0, 2464, 495, 448.875, 532.875, 621.5999999999999, 785.1500000000001, 507.67499999999995, 625.8, 714.5250000000001, 878.075, 600.6, 798.525, 962.075, 684.6, 1050.8, 773.325, 936.875
4510.3, 302.08625, 228.125, 187.95, "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "mccoy_rura_pethe_prisoner_crew", "duras_sisters_crew", 288.225, 187.95, 403.20000000000005, 228.125, 308.125, 194.775, 458.32500000000005, 393.75, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 272, 210, 425, 0, 0, 0, 210, 210, 0, 210, 210, 0, 2280, 420, 734.25, 425.75, 646.25, 664.9000000000001, 608.95, 684.4000000000001, 904.9000000000001, 923.55, 867.6, 596.4000000000001, 615.05, 559.1, 835.55, 779.6000000000001, 798.25
4496.125, 301.3775, 228.125, 187.95, "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", 288.225, 187.95, 403.20000000000005, 228.125, 308.125, 231.52500000000003, 458.32500000000005, 342.82500000000005, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 272, 210, 0, 0, 272, 0, 210, 210, 0, 210, 210, 0, 2127, 420, 771.0, 425.75, 786.95, 577.225, 608.95, 721.1500000000001, 1082.3500000000001, 872.625, 904.35, 737.1, 527.375, 559.1, 888.575, 920.3000000000001, 710.575
4676.45, 307.17875, 221.55, 187.95, "troi_casualblue_crew", "seven_drone_crew", "selar_crew", "mara_tos_crew", "bashir_changeling_crew", 254.1, 187.95, 321.825, 296.1, 323.4, 187.95, 321.825, 301.875, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 228.125, 399, 261, 214, 0, 0, 504, 398, 425, 495, 0, 0, 0, 0, 0, 0, 2696, 495, 490.875, 648.375, 737.0999999999999, 882.275, 623.175, 552.3, 641.025, 786.2, 527.1, 798.525, 943.6999999999999, 684.6, 1032.425, 773.325, 918.5
4479.575, 300.55, 228.125, 187.95, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "duras_sisters_crew", 288.225, 187.95, 403.20000000000005, 296.1, 308.125, 187.95, 458.32500000000005, 301.875, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 0, 210, 504, 0, 425, 0, 210, 210, 0, 210, 210, 0, 2512, 420, 776.25, 541.25, 761.75, 762.0250000000001, 724.45, 610.9, 831.4, 831.675, 794.1, 596.4000000000001, 596.675, 559.1, 817.1750000000001, 779.6000000000001, 779.875
4434.45, 298.29375, 228.125, 187.95, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "duras_sisters_crew", 345.975, 187.95, 403.20000000000005, 228.125, 308.125, 226.8, 458.32500000000005, 228.125, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 0, 261, 0, 272, 210, 271, 0, 504, 0, 210, 210, 0, 210, 210, 0, 2358, 420, 885.45, 544.925, 765.425, 585.1, 728.125, 716.425, 936.925, 756.5999999999999, 899.625, 596.4000000000001, 416.075, 559.1, 636.575, 779.6000000000001, 599.275
4980.925, 324.94750000000005, 198.97500000000002, 187.95, "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "duras_sisters_crew", "bashir_changeling_crew", 288.225, 187.95, 403.20000000000005, 198.97500000000002, 308.125, 194.775, 458.32500000000005, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 272, 261, 0, 425, 210, 425, 0, 0, 0, 0, 0, 0, 0, 0, 274, 1867, 484, 734.25, 592.7, 968.075, 616.85, 608.95, 851.3499999999999, 1226.7250000000001, 875.5, 867.6, 1085.175, 733.95, 726.05, 1109.325, 1101.4250000000002, 750.2
4353.125, 294.99125, 228.125, 187.95, "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "mara_tos_crew", "duras_sisters_crew", 288.225, 187.95, 403.20000000000005, 228.125, 323.4, 187.95, 458.32500000000005, 228.125, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 272, 0, 504, 0, 504, 0, 210, 210, 0, 210, 210, 0, 2653, 210, 793.575, 603.7249999999999, 824.2250000000001, 643.9, 932.35, 565.75, 786.25, 605.925, 894.375, 596.4000000000001, 416.075, 704.5250000000001, 636.575, 925.0250000000001, 744.7
4426.05, 294.37, 228.125, 187.95, "seven_drone_crew", "selar_crew", "mara_tos_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", 288.225, 187.95, 403.20000000000005, 228.125, 323.4, 231.52500000000003, 458.32500000000005, 342.82500000000005, 231.52500000000003, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 272, 0, 0, 0, 272, 210, 210, 210, 0, 210, 210, 0, 2127, 420, 773.85, 482.47499999999997, 843.6750000000002, 633.95, 624.225, 667.2750000000001, 1028.4750000000001, 818.75, 809.025, 737.1, 527.375, 517.6500000000001, 888.575, 878.8500000000001, 669.125
4546.875000000001, 300.70000000000005, 221.55, 187.95, "seven_drone_crew", "selar_crew", "mara_tos_crew", "lefler_crew", "bashir_changeling_crew", 254.1, 200.10000000000002, 321.825, 228.125, 323.4, 187.95, 321.825, 228.125, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 228.125, 399, 0, 214, 272, 0, 504, 398, 504, 495, 0, 0, 0, 0, 0, 0, 2786, 495, 357.775, 732.9749999999999, 725.2750000000001, 689.85, 611.35, 527.45, 519.75, 484.32500000000005, 405.82500000000005, 894.95, 859.5250000000001, 781.0250000000001, 851.825, 773.325, 737.9
4350.0, 294.07125, 228.125, 187.95, "tpol_mirror_crew", "seven_drone_crew", "selar_crew", "lefler_crew", "duras_sisters_crew", 288.225, 200.10000000000002, 403.20000000000005, 228.125, 308.125, 187.95, 458.32500000000005, 228.125, 316.875, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 0, 0, 272, 210, 504, 0, 504, 0, 210, 210, 0, 210, 210, 0, 2602, 420, 643.1500000000001, 625.85, 749.9250000000001, 569.6, 712.625, 586.05, 710.125, 529.8, 672.825, 692.825, 512.5, 655.5250000000001, 636.575, 779.6000000000001, 599.275
4738.225, 312.81250000000006, 198.97500000000002, 194.775, "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "lefler_crew", "bashir_changeling_crew", 251.25, 200.10000000000002, 321.825, 198.97500000000002, 308.125, 194.775, 321.825, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 469, 0, 214, 425, 210, 425, 398, 0, 0, 0, 0, 0, 0, 0, 274, 2415, 484, 549.7, 676.25, 668.55, 603.975, 596.075, 776.0999999999999, 768.4000000000001, 703.825, 695.925, 894.95, 830.375, 822.475, 822.675, 814.7750000000001, 750.2
4359.650000000001, 290.81375, 226.8, 187.95, "troi_lwaxana_tng_crew", "seven_drone_crew", "selar_crew", "mara_tos_crew", "duras_sisters_crew", 345.975, 187.95, 403.20000000000005, 228.125, 323.4, 226.8, 458.32500000000005, 228.125, 226.8, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 0, 261, 0, 272, 0, 271, 0, 504, 397, 210, 210, 0, 210, 210, 0, 2545, 607, 888.3000000000001, 601.65, 822.1500000000001, 641.825, 743.4000000000001, 662.55, 883.05, 702.725, 804.3, 596.4000000000001, 416.075, 517.6500000000001, 636.575, 738.1500000000001, 557.825
4852.825, 318.5425, 198.97500000000002, 187.95, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "bashir_changeling_crew", 345.975, 187.95, 321.825, 198.97500000000002, 308.125, 226.8, 321.825, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 0, 261, 214, 425, 210, 271, 398, 0, 0, 0, 0, 0, 0, 0, 274, 2053, 484, 792.0, 595.325, 684.05, 619.4750000000001, 611.575, 906.4749999999999, 995.2, 930.625, 922.7249999999999, 798.525, 733.95, 726.05, 822.675, 814.7750000000001, 750.2
4823.200000000001, 317.0612500000001, 198.97500000000002, 187.95, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "bashir_changeling_crew", 251.25, 187.95, 321.825, 296.1, 308.125, 194.775, 321.825, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 469, 261, 214, 0, 210, 425, 398, 0, 0, 0, 0, 0, 0, 0, 274, 2251, 484, 682.8, 591.65, 680.375, 796.4000000000001, 607.9, 800.9499999999999, 889.6750000000001, 1005.7, 817.1999999999999, 798.525, 914.5500000000001, 726.05, 1003.275, 814.7750000000001, 930.8000000000001
4900.875000000001, 316.94250000000005, 198.97500000000002, 187.95, "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "duras_sisters_crew", "bashir_changeling_crew", 288.225, 187.95, 403.20000000000005, 198.97500000000002, 323.4, 194.775, 458.32500000000005, 393.75, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 272, 261, 0, 425, 0, 425, 0, 0, 495, 0, 0, 0, 0, 0, 274, 2152, 769, 737.1, 649.425, 1024.8000000000002, 673.575, 624.225, 797.4749999999999, 1172.8500000000001, 821.625, 772.275, 1085.175, 733.95, 684.6, 1109.325, 1059.9750000000001, 708.75
4430.25, 294.08125, 221.55, 187.95, "seven_drone_crew", "selar_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "duras_sisters_crew", 288.225, 187.95, 403.20000000000005, 228.125, 323.4, 194.775, 458.32500000000005, 393.75, 221.55, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 272, 0, 425, 0, 0, 495, 210, 210, 0, 210, 210, 0, 2565, 705, 737.1, 482.47499999999997, 702.9750000000001, 721.625, 624.225, 630.5250000000001, 851.0250000000001, 869.675, 772.275, 596.4000000000001, 615.05, 517.6500000000001, 835.55, 738.1500000000001, 756.8000000000001
4813.225, 316.56250000000006, 198.97500000000002, 187.95, "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew", 251.25, 187.95, 321.825, 198.97500000000002, 308.125, 231.52500000000003, 372.225, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 469, 261, 214, 425, 210, 0, 214, 0, 0, 0, 0, 0, 0, 0, 274, 2067, 484, 677.5500000000001, 476.15, 705.575, 611.6, 492.4, 911.2, 1140.625, 1046.65, 927.45, 939.2249999999999, 845.25, 726.05, 1074.675, 955.475, 861.5
4399.525000000001, 292.545, 221.55, 187.95, "troi_casualblue_crew", "seven_drone_crew", "selar_crew", "mara_tos_crew", "duras_sisters_crew", 288.225, 187.95, 403.20000000000005, 296.1, 323.4, 187.95, 458.32500000000005, 301.875, 221.55, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 261, 0, 0, 0, 504, 0, 425, 495, 210, 210, 0, 210, 210, 0, 2797, 705, 779.1, 597.9749999999999, 818.4750000000001, 818.75, 739.725, 557.025, 777.525, 777.8, 698.775, 596.4000000000001, 596.675, 517.6500000000001, 817.1750000000001, 738.1500000000001, 738.4250000000001
4744.200000000001, 313.87500000000006, 198.97500000000002, 187.95, "tpol_mirror_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "bashir_changeling_crew", 254.1, 187.95, 321.825, 198.97500000000002, 323.4, 194.775, 321.825, 393.75, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 399, 261, 214, 425, 0, 425, 398, 0, 0, 0, 0, 0, 0, 0, 274, 2396, 274, 700.125, 654.125, 742.8499999999999, 678.2750000000001, 815.8, 755.8, 844.5250000000001, 779.95, 917.475, 798.525, 733.95, 871.475, 822.675, 960.2, 895.625
4036.0249999999996, 271.82374999999996, 228.125, 200.10000000000002, "seven_drone_crew", "selar_crew", "lefler_crew", "janeway_assimilated_crew", "dax_ezri_sniper_crew", 231.52500000000003, 200.10000000000002, 239.375, 228.125, 262.5, 231.52500000000003, 372.225, 342.82500000000005, 231.52500000000003, 309.75, 228.125, 372.225, 252.0, 306.07500000000005, 228.125, 545, 0, 399, 272, 336, 0, 214, 272, 210, 210, 210, 0, 340, 210, 0, 3218, 756, 490.20000000000005, 543.05, 605.55, 598.1, 550.45, 515.9000000000001, 578.4000000000001, 570.95, 523.3000000000001, 631.25, 623.8, 576.1500000000001, 686.3, 638.6500000000001, 631.2
4036.6499999999996, 270.79249999999996, 228.125, 200.10000000000002, "tuvok_rifle_crew", "seven_drone_crew", "selar_crew", "lefler_crew", "dax_ezri_sniper_crew", 231.52500000000003, 200.10000000000002, 261.25, 228.125, 241.25, 231.52500000000003, 372.225, 342.82500000000005, 231.52500000000003, 309.75, 228.125, 372.225, 252.0, 306.07500000000005, 228.125, 545, 0, 355, 272, 371, 0, 214, 272, 210, 210, 210, 0, 340, 210, 0, 3209, 791, 471.45000000000005, 524.3, 627.425, 579.35, 529.2, 515.9000000000001, 619.0250000000001, 570.95, 520.8000000000001, 671.875, 623.8, 573.6500000000001, 726.925, 676.7750000000001, 628.7
4661.025000000001, 304.95000000000005, 198.97500000000002, 194.775, "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "lefler_crew", "bashir_changeling_crew", 254.1, 200.10000000000002, 321.825, 198.97500000000002, 323.4, 194.775, 321.825, 393.75, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 399, 0, 214, 425, 0, 425, 398, 0, 495, 0, 0, 0, 0, 0, 274, 2630, 769, 552.55, 732.9749999999999, 725.2750000000001, 660.7, 611.35, 722.2249999999999, 714.5250000000001, 649.95, 600.6, 894.95, 830.375, 781.0250000000001, 822.675, 773.325, 708.75
4778.025000000001, 311.06250000000006, 198.97500000000002, 187.95, "troi_lwaxana_tng_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "bashir_changeling_crew", 345.975, 187.95, 321.825, 198.97500000000002, 323.4, 226.8, 321.825, 393.75, 226.8, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 0, 261, 214, 425, 0, 271, 398, 0, 397, 0, 0, 0, 0, 0, 274, 2240, 671, 794.85, 652.05, 740.7749999999999, 676.2, 626.8499999999999, 852.5999999999999, 941.325, 876.75, 827.4000000000001, 798.525, 733.95, 684.6, 822.675, 773.325, 708.75
4967.25, 323.65875, 186.875, 186.875, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_changeling_crew", 288.225, 187.95, 403.20000000000005, 296.1, 308.125, 187.95, 458.32500000000005, 301.875, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 186.875, 272, 261, 0, 0, 210, 504, 0, 425, 0, 0, 0, 0, 0, 0, 425, 2097, 635, 776.25, 708.2, 1083.575, 713.975, 724.45, 777.85, 1153.2250000000001, 783.625, 794.1, 1085.175, 715.5749999999999, 726.05, 1090.9499999999998, 1101.4250000000002, 731.825
4746.0, 309.6975, 198.97500000000002, 187.95, "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew", 254.1, 187.95, 321.825, 198.97500000000002, 323.4, 231.52500000000003, 372.225, 393.75, 231.52500000000003, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 399, 261, 214, 425, 0, 0, 214, 0, 210, 0, 0, 0, 0, 0, 274, 1997, 484, 680.4, 532.875, 762.3, 668.325, 507.67499999999995, 857.325, 1086.75, 992.7750000000001, 832.125, 939.2249999999999, 845.25, 684.6, 1074.675, 914.0250000000001, 820.0500000000001
4746.000000000001, 309.1987500000001, 198.97500000000002, 187.95, "troi_casualblue_crew", "seven_drone_crew", "mccoy_rura_pethe_prisoner_crew", "mara_tos_crew", "bashir_changeling_crew", 254.1, 187.95, 321.825, 296.1, 323.4, 194.775, 321.825, 393.75, 221.55, 488.775, 347.025, 372.225, 501.9, 321.825, 198.97500000000002, 399, 261, 214, 0, 0, 425, 398, 0, 495, 0, 0, 0, 0, 0, 274, 2466, 769, 685.65, 648.375, 737.0999999999999, 853.1250000000001, 623.175, 747.0749999999999, 835.8000000000001, 951.825, 721.875, 798.525, 914.5500000000001, 684.6, 1003.275, 773.325, 889.35
4269.950000000001, 286.06625, 221.55, 187.95, "seven_drone_crew", "selar_crew", "mara_tos_crew", "lefler_crew", "duras_sisters_crew", 288.225, 200.10000000000002, 403.20000000000005, 228.125, 323.4, 187.95, 458.32500000000005, 228.125, 221.55, 309.75, 228.125, 372.225, 286.65000000000003, 306.07500000000005, 228.125, 272, 0, 0, 272, 0, 504, 0, 504, 495, 210, 210, 0, 210, 210, 0, 2887, 705, 646.0, 682.575, 806.6500000000001, 626.325, 727.9, 532.175, 656.25, 475.925, 577.5, 692.825, 512.5, 614.075, 636.575, 738.1500000000001, 557.825
4138.325, 276.93874999999997, 228.125, 187.95, "troi_lwaxana_tng_crew", "seven_drone_crew", "selar_crew", "janeway_assimilated_crew", "dax_ezri_sniper_crew", 345.975, 187.95, 239.375, 228.125, 262.5, 231.52500000000003, 372.225, 342.82500000000005, 231.52500000000003, 309.75, 228.125, 372.225, 252.0, 306.07500000000005, 228.125, 0, 261, 399, 272, 336, 0, 214, 272, 210, 210, 210, 0, 340, 210, 0, 2934, 756, 732.5, 462.125, 621.05, 613.6, 565.95, 646.2750000000001, 805.2, 797.75, 750.1000000000001, 534.825, 527.375, 479.725, 686.3, 638.6500000000001, 631.2
4138.95, 275.90749999999997, 228.125, 187.95, "tuvok_rifle_crew", "troi_lwaxana_tng_crew", "seven_drone_crew", "selar_crew", "dax_ezri_sniper_crew", 345.975, 187.95, 261.25, 228.125, 241.25, 231.52500000000003, 372.225, 342.82500000000005, 231.52500000000003, 309.75, 228.125, 372.225, 252.0, 306.07500000000005, 228.125, 0, 261, 355, 272, 371, 0, 214, 272, 210, 210, 210, 0, 340, 210, 0, 2925, 791, 713.75, 443.375, 642.925, 594.85, 544.7, 646.2750000000001, 845.825, 797.75, 747.6000000000001, 575.45, 527.375, 477.225, 726.925, 676.7750000000001, 628.7
4847.325, 317.6625, 186.875, 186.875, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew", 251.25, 187.95, 321.825, 296.1, 308.125, 231.52500000000003, 372.225, 342.82500000000005, 316.875, 488.775, 347.025, 372.225, 501.9, 321.825, 186.875, 469, 261, 214, 0, 210, 0, 214, 272, 0, 0, 0, 0, 0, 0, 425, 2065, 635, 719.5500000000001, 591.65, 821.075, 708.725, 607.9, 837.6999999999999, 1067.125, 954.7750000000001, 853.95, 939.2249999999999, 826.875, 726.05, 1056.3, 955.475, 843.125
