all_sum, slot5.cmd_dip, slot5.cmd_eng, slot5.cmd_sec, slot5.cmd_med, slot5.cmd_sci, slot5.dip_eng, slot5.dip_sec, slot5.dip_med, slot5.dip_sci, slot5.eng_sec, slot5.eng_med, slot5.eng_sci, slot5.sec_med, slot5.sec_sci, slot5.med_sci, c5.symbol, c4.symbol, c3.symbol, c2.symbol, c1.symbol
4037.7750000000005, 286.125, 116.025, 396.9, 116.025, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 155.925, "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
4036.55, 332.5, 141.25, 396.9, 294.0, 256.20000000000005, 191.25, 450.975, 277.725, 264.07500000000005, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew"
4025.9250000000006, 332.5, 141.25, 396.9, 294.0, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
4023.6, 332.5, 141.25, 396.9, 294.0, 141.25, 191.25, 450.975, 277.725, 191.25, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_changeling_crew"
4016.250000000001, 286.125, 142.8, 396.9, 142.8, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 280.875, 155.925, "tpol_mirror_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
4015.7250000000004, 286.125, 142.8, 396.9, 294.0, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 179.025, 155.925, 280.875, 280.875, 179.025, "troi_casualblue_crew", "tpol_mirror_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
4003.65, 286.125, 129.15, 396.9, 294.0, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_casualblue_crew", "seven_drone_crew", "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3999.4500000000003, 286.125, 129.15, 396.9, 294.0, 217.875, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 179.025, "troi_casualblue_crew", "seven_drone_crew", "janeway_assimilated_crew", "duras_sisters_crew", "bashir_changeling_crew"
3993.6750000000006, 286.125, 116.025, 396.9, 294.0, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 179.025, 155.925, 280.875, 280.875, 183.75, "troi_casualblue_crew", "tpol_mirror_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3985.5000000000005, 332.5, 141.25, 396.9, 294.0, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3982.65, 286.125, 142.8, 396.9, 294.0, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 179.025, "troi_casualblue_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3970.575, 286.125, 142.8, 396.9, 294.0, 256.20000000000005, 170.10000000000002, 450.975, 277.725, 264.07500000000005, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew"
3967.625000000001, 332.5, 141.25, 247.27500000000003, 294.0, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 247.27500000000003, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "tpol_mirror_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3966.2000000000003, 332.5, 141.25, 396.9, 294.0, 256.20000000000005, 191.25, 450.975, 277.725, 264.07500000000005, 280.875, 179.025, 155.925, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "tpol_mirror_crew", "duras_sisters_crew", "bashir_racquetball_crew"
3964.2750000000005, 286.125, 129.15, 396.9, 129.15, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 129.675, "seven_drone_crew", "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3958.2250000000004, 332.5, 141.25, 396.9, 141.25, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 129.675, "troi_lwaxana_tng_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3951.1500000000005, 286.125, 116.025, 396.9, 163.275, 129.675, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 183.75, "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3949.8500000000004, 286.125, 129.15, 396.9, 129.15, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 207.5, 361.20000000000005, 280.875, 138.75, "seven_allblue_crew", "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3949.05, 332.5, 141.25, 396.9, 141.25, 256.20000000000005, 191.25, 450.975, 191.25, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_changeling_crew"
3948.525, 286.125, 116.025, 396.9, 294.0, 256.20000000000005, 170.10000000000002, 450.975, 277.725, 264.07500000000005, 280.875, 179.025, 231.0, 280.875, 280.875, 183.75, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew"
3943.8, 332.5, 141.25, 396.9, 141.25, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 207.5, 361.20000000000005, 280.875, 138.75, "troi_lwaxana_tng_crew", "seven_allblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3942.2250000000004, 286.125, 142.8, 396.9, 294.0, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_casualblue_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3938.025, 286.125, 142.8, 396.9, 294.0, 142.8, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 179.025, "troi_casualblue_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_changeling_crew"
3936.7250000000004, 286.125, 116.025, 396.9, 163.275, 138.75, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 207.5, 361.20000000000005, 280.875, 183.75, "seven_allblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3933.825, 286.125, 116.025, 396.9, 294.0, 116.025, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "troi_casualblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3923.8250000000007, 332.5, 141.25, 396.9, 163.275, 256.20000000000005, 191.25, 450.975, 191.25, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 280.875, 183.75, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3918.075, 286.125, 129.15, 396.9, 163.275, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3916.5, 286.125, 142.8, 396.9, 142.8, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 129.675, "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3912.8250000000007, 228.89999999999998, 114.97500000000001, 247.27500000000003, 294.0, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 179.025, "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3907.05, 286.125, 116.025, 396.9, 294.0, 129.675, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 231.0, 280.875, 280.875, 183.75, "troi_casualblue_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3902.8499999999995, 286.125, 116.025, 396.9, 294.0, 129.675, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 183.75, "troi_casualblue_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3902.075, 286.125, 142.8, 396.9, 142.8, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 207.5, 361.20000000000005, 280.875, 138.75, "seven_allblue_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3900.225, 286.125, 116.025, 396.9, 163.275, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 141.225, 231.0, 280.875, 280.875, 183.75, "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3899.925, 332.5, 141.25, 396.9, 163.275, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "troi_lwaxana_tng_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3896.7500000000005, 332.5, 141.25, 396.9, 163.275, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 141.225, 155.925, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3893.925, 332.5, 141.25, 396.9, 294.0, 141.25, 191.25, 450.975, 277.725, 191.25, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3892.625, 286.125, 116.025, 396.9, 294.0, 138.75, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 207.5, 280.875, 280.875, 183.75, "troi_casualblue_crew", "seven_allblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3892.5750000000007, 332.5, 141.25, 247.27500000000003, 294.0, 141.25, 228.89999999999998, 366.45, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "seven_drone_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3892.2999999999997, 332.5, 142.8, 396.9, 294.0, 142.8, 191.25, 450.975, 277.725, 191.25, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_changeling_crew"
3891.0, 332.5, 141.25, 396.9, 141.25, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 110.25, 231.0, 280.875, 280.875, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3888.425, 286.125, 116.025, 396.9, 294.0, 138.75, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 207.5, 361.20000000000005, 280.875, 183.75, "troi_casualblue_crew", "seven_allblue_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3885.0, 286.125, 116.025, 396.9, 163.275, 256.20000000000005, 170.10000000000002, 450.975, 170.10000000000002, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 183.75, "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3877.0750000000007, 332.5, 142.8, 396.9, 142.8, 256.20000000000005, 191.25, 450.975, 191.25, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 280.875, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_changeling_crew"
3869.7749999999996, 286.125, 129.15, 396.9, 294.0, 217.875, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "troi_casualblue_crew", "janeway_assimilated_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3866.850000000001, 332.5, 141.25, 247.27500000000003, 141.25, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3866.1, 286.125, 129.15, 396.9, 294.0, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 88.725, 280.875, 280.875, 183.75, "troi_casualblue_crew", "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3865.5750000000007, 228.89999999999998, 142.8, 247.27500000000003, 294.0, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 247.27500000000003, 179.025, "troi_casualblue_crew", "tpol_mirror_crew", "riker_s2_commander_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3863.4750000000004, 286.125, 142.8, 396.9, 142.8, 256.20000000000005, 170.10000000000002, 450.975, 170.10000000000002, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 155.925, "tpol_mirror_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_changeling_crew"
3856.6500000000005, 286.125, 142.8, 396.9, 163.275, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3853.5, 228.89999999999998, 129.15, 247.27500000000003, 294.0, 217.875, 228.89999999999998, 366.45, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 179.025, "troi_casualblue_crew", "seven_drone_crew", "janeway_assimilated_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3853.5, 332.5, 141.25, 396.9, 294.0, 141.25, 191.25, 450.975, 277.725, 191.25, 280.875, 179.025, 231.0, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew"
3851.875, 332.5, 142.8, 396.9, 294.0, 142.8, 191.25, 450.975, 277.725, 191.25, 280.875, 179.025, 231.0, 280.875, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew"
3847.7250000000004, 286.125, 142.8, 396.9, 142.8, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 110.25, 231.0, 280.875, 280.875, 155.925, "tpol_mirror_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3842.475000000001, 228.89999999999998, 114.97500000000001, 247.27500000000003, 294.0, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 247.27500000000003, 183.75, "troi_casualblue_crew", "tpol_mirror_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3841.6250000000005, 332.5, 141.25, 247.27500000000003, 163.275, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 247.27500000000003, 183.75, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3839.85, 286.125, 129.15, 396.9, 163.275, 217.875, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 141.225, 231.0, 280.875, 280.875, 183.75, "seven_drone_crew", "janeway_assimilated_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3836.7000000000007, 286.125, 142.8, 396.9, 163.275, 256.20000000000005, 170.10000000000002, 450.975, 170.10000000000002, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 280.875, 183.75, "tpol_mirror_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3829.35, 286.125, 129.15, 396.9, 294.0, 217.875, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 280.875, 179.025, 231.0, 280.875, 280.875, 183.75, "troi_casualblue_crew", "seven_drone_crew", "janeway_assimilated_crew", "duras_sisters_crew", "bashir_racquetball_crew"
3824.8250000000003, 332.5, 142.8, 396.9, 294.0, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 68.775, 280.875, 280.875, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "lefler_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3824.4500000000007, 332.5, 141.25, 247.27500000000003, 294.0, 256.20000000000005, 191.25, 247.27500000000003, 277.725, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 179.025, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "tpol_mirror_crew", "seven_drone_crew", "bashir_changeling_crew"
3821.7, 332.5, 141.25, 396.9, 163.275, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 141.225, 231.0, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "seven_drone_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3819.0250000000005, 332.5, 142.8, 396.9, 142.8, 256.20000000000005, 228.89999999999998, 450.975, 339.15, 264.07500000000005, 280.875, 110.25, 155.925, 280.875, 280.875, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew"
3812.7250000000004, 332.5, 142.8, 396.9, 142.8, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 113.925, "troi_lwaxana_tng_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3811.125, 332.5, 141.25, 396.9, 163.275, 141.25, 191.25, 450.975, 191.25, 191.25, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 280.875, 183.75, "troi_lwaxana_tng_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3808.3499999999995, 286.125, 142.8, 396.9, 294.0, 142.8, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 343.875, 210.52499999999998, 96.6, 361.20000000000005, 280.875, 183.75, "troi_casualblue_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3801.7500000000005, 332.5, 141.25, 396.9, 294.0, 141.25, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 179.025, 42.525000000000006, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "troi_casualblue_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3794.8750000000005, 332.5, 142.8, 247.27500000000003, 142.8, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 155.925, 361.20000000000005, 247.27500000000003, 155.925, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "riker_s2_commander_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3792.0750000000007, 228.89999999999998, 142.8, 247.27500000000003, 294.0, 142.8, 228.89999999999998, 366.45, 339.15, 228.89999999999998, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 179.025, "troi_casualblue_crew", "seven_drone_crew", "riker_s2_commander_crew", "dax_ezri_sniper_crew", "bashir_changeling_crew"
3786.275, 332.5, 141.25, 396.9, 163.275, 256.20000000000005, 191.25, 450.975, 191.25, 264.07500000000005, 280.875, 141.225, 231.0, 280.875, 280.875, 183.75, "troi_lwaxana_tng_crew", "tpol_mirror_crew", "seven_drone_crew", "duras_sisters_crew", "bashir_racquetball_crew"
3778.425, 286.125, 142.8, 396.9, 163.275, 142.8, 228.89999999999998, 450.975, 339.15, 228.89999999999998, 280.875, 141.225, 231.0, 280.875, 280.875, 183.75, "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew"
3773.1750000000006, 228.89999999999998, 101.325, 247.27500000000003, 163.275, 256.20000000000005, 228.89999999999998, 366.45, 339.15, 264.07500000000005, 343.875, 210.52499999999998, 231.0, 361.20000000000005, 247.27500000000003, 183.75, "tpol_mirror_crew", "seven_drone_crew", "dax_ezri_sniper_crew", "bashir_racquetball_crew", "bashir_changeling_crew"
3767.9249999999997, 286.125, 142.8, 396.9, 294.0, 142.8, 170.10000000000002, 450.975, 277.725, 170.10000000000002, 280.875, 179.025, 231.0, 280.875, 280.875, 183.75, "troi_casualblue_crew", "seven_drone_crew", "riker_s2_commander_crew", "duras_sisters_crew", "bashir_racquetball_crew"
